"Code","Full Description","Class","Approach"
"0BT94ZZ","Resection of Lingula Bronchus, Percutaneous Endoscopic Approach","lung","Percutaneous Endoscopic Approach"
"0BTB0ZZ","Resection of Left Lower Lobe Bronchus, Open Approach","lung","Open Approach"
"0BTB4ZZ","Resection of Left Lower Lobe Bronchus, Percutaneous Endoscopic Approach","lung","Percutaneous Endoscopic Approach"
"0BTC0ZZ","Resection of Right Upper Lung Lobe, Open Approach","lung","Open Approach"
"0BTC4ZZ","Resection of Right Upper Lung Lobe, Percutaneous Endoscopic Approach","lung","Percutaneous Endoscopic Approach"
"0BTD0ZZ","Resection of Right Middle Lung Lobe, Open Approach","lung","Open Approach"
"0BTD4ZZ","Resection of Right Middle Lung Lobe, Percutaneous Endoscopic Approach","lung","Percutaneous Endoscopic Approach"
"0BTF0ZZ","Resection of Right Lower Lung Lobe, Open Approach","lung","Open Approach"
"0BTF4ZZ","Resection of Right Lower Lung Lobe, Percutaneous Endoscopic Approach","lung","Percutaneous Endoscopic Approach"
"0BTG0ZZ","Resection of Left Upper Lung Lobe, Open Approach","lung","Open Approach"
"0BTG4ZZ","Resection of Left Upper Lung Lobe, Percutaneous Endoscopic Approach","lung","Percutaneous Endoscopic Approach"
"0BTH0ZZ","Resection of Lung Lingula, Open Approach","lung","Open Approach"
"0BTH4ZZ","Resection of Lung Lingula, Percutaneous Endoscopic Approach","lung","Percutaneous Endoscopic Approach"
"0BTJ0ZZ","Resection of Left Lower Lung Lobe, Open Approach","lung","Open Approach"
"0BTJ4ZZ","Resection of Left Lower Lung Lobe, Percutaneous Endoscopic Approach","lung","Percutaneous Endoscopic Approach"
"0BTK0ZZ","Resection of Right Lung, Open Approach","lung","Open Approach"
"0BTK4ZZ","Resection of Right Lung, Percutaneous Endoscopic Approach","lung","Percutaneous Endoscopic Approach"
"0BTL0ZZ","Resection of Left Lung, Open Approach","lung","Open Approach"
"0BTL4ZZ","Resection of Left Lung, Percutaneous Endoscopic Approach","lung","Percutaneous Endoscopic Approach"
"0BTM0ZZ","Resection of Bilateral Lungs, Open Approach","lung","Open Approach"
"0BTM4ZZ","Resection of Bilateral Lungs, Percutaneous Endoscopic Approach","lung","Percutaneous Endoscopic Approach"
"07B10ZX","Excision of Right Neck Lymphatic, Open Approach, Diagnostic","neckDissection","Open Approach"
"07B10ZZ","Excision of Right Neck Lymphatic, Open Approach","neckDissection","Open Approach"
"07B13ZX","Excision of Right Neck Lymphatic, Percutaneous Approach, Diagnostic","neckDissection","Percutaneous Approach"
"07B13ZZ","Excision of Right Neck Lymphatic, Percutaneous Approach","neckDissection","Percutaneous Approach"
"07B14ZX","Excision of Right Neck Lymphatic, Percutaneous Endoscopic Approach, Diagnostic","neckDissection","Percutaneous Endoscopic Approach"
"07B14ZZ","Excision of Right Neck Lymphatic, Percutaneous Endoscopic Approach","neckDissection","Percutaneous Endoscopic Approach"
"07B20ZX","Excision of Left Neck Lymphatic, Open Approach, Diagnostic","neckDissection","Open Approach"
"07B20ZZ","Excision of Left Neck Lymphatic, Open Approach","neckDissection","Open Approach"
"07B23ZX","Excision of Left Neck Lymphatic, Percutaneous Approach, Diagnostic","neckDissection","Percutaneous Approach"
"07B23ZZ","Excision of Left Neck Lymphatic, Percutaneous Approach","neckDissection","Percutaneous Approach"
"07B24ZX","Excision of Left Neck Lymphatic, Percutaneous Endoscopic Approach, Diagnostic","neckDissection","Percutaneous Endoscopic Approach"
"07B24ZZ","Excision of Left Neck Lymphatic, Percutaneous Endoscopic Approach","neckDissection","Percutaneous Endoscopic Approach"
"07T10ZZ","Resection of Right Neck Lymphatic, Open Approach","neckDissection","Open Approach"
"07T14ZZ","Resection of Right Neck Lymphatic, Percutaneous Endoscopic Approach","neckDissection","Percutaneous Endoscopic Approach"
"00NY0ZZ","Release Lumbar Spinal Cord, Open Approach","spineDecompression","Open Approach"
"00NY3ZZ","Release Lumbar Spinal Cord, Percutaneous Approach","spineDecompression","Percutaneous Approach"
"00NY4ZZ","Release Lumbar Spinal Cord, Percutaneous Endoscopic Approach","spineDecompression","Percutaneous Endoscopic Approach"
"01NB0ZZ","Release Lumbar Nerve, Open Approach","spineDecompression","Open Approach"
"01NB3ZZ","Release Lumbar Nerve, Percutaneous Approach","spineDecompression","Percutaneous Approach"
"01NB4ZZ","Release Lumbar Nerve, Percutaneous Endoscopic Approach","spineDecompression","Percutaneous Endoscopic Approach"
"0QB00ZZ","Excision of Lumbar Vertebra, Open Approach","spineDecompression","Open Approach"
"0QB03ZZ","Excision of Lumbar Vertebra, Percutaneous Approach","spineDecompression","Percutaneous Approach"
"0QB04ZZ","Excision of Lumbar Vertebra, Percutaneous Endoscopic Approach","spineDecompression","Percutaneous Endoscopic Approach"
"0QN00ZZ","Release Lumbar Vertebra, Open Approach","spineDecompression","Open Approach"
"0QN03ZZ","Release Lumbar Vertebra, Percutaneous Approach","spineDecompression","Percutaneous Approach"
"0QN04ZZ","Release Lumbar Vertebra, Percutaneous Endoscopic Approach","spineDecompression","Percutaneous Endoscopic Approach"
"0RBA0ZZ","Excision of Thoracolumbar Vertebral Joint, Open Approach","spineDecompression","Open Approach"
"0RBA3ZZ","Excision of Thoracolumbar Vertebral Joint, Percutaneous Approach","spineDecompression","Percutaneous Approach"
"0RBA4ZZ","Excision of Thoracolumbar Vertebral Joint, Percutaneous Endoscopic Approach","spineDecompression","Percutaneous Endoscopic Approach"
"0RBB0ZZ","Excision of Thoracolumbar Vertebral Disc, Open Approach","spineDecompression","Open Approach"
"0RBB3ZZ","Excision of Thoracolumbar Vertebral Disc, Percutaneous Approach","spineDecompression","Percutaneous Approach"
"0RBB4ZZ","Excision of Thoracolumbar Vertebral Disc, Percutaneous Endoscopic Approach","spineDecompression","Percutaneous Endoscopic Approach"
"0RTB0ZZ","Resection of Thoracolumbar Vertebral Disc, Open Approach","spineDecompression","Open Approach"
"0SB00ZZ","Excision of Lumbar Vertebral Joint, Open Approach","spineDecompression","Open Approach"
"0SB03ZZ","Excision of Lumbar Vertebral Joint, Percutaneous Approach","spineDecompression","Percutaneous Approach"
"0SB04ZZ","Excision of Lumbar Vertebral Joint, Percutaneous Endoscopic Approach","spineDecompression","Percutaneous Endoscopic Approach"
"0SB20ZZ","Excision of Lumbar Vertebral Disc, Open Approach","spineDecompression","Open Approach"
"0SB23ZZ","Excision of Lumbar Vertebral Disc, Percutaneous Approach","spineDecompression","Percutaneous Approach"
"0SB24ZZ","Excision of Lumbar Vertebral Disc, Percutaneous Endoscopic Approach","spineDecompression","Percutaneous Endoscopic Approach"
"0SB30ZZ","Excision of Lumbosacral Joint, Open Approach","spineDecompression","Open Approach"
"0SB33ZZ","Excision of Lumbosacral Joint, Percutaneous Approach","spineDecompression","Percutaneous Approach"
"0SB34ZZ","Excision of Lumbosacral Joint, Percutaneous Endoscopic Approach","spineDecompression","Percutaneous Endoscopic Approach"
"0SB40ZZ","Excision of Lumbosacral Disc, Open Approach","spineDecompression","Open Approach"
"0SB43ZZ","Excision of Lumbosacral Disc, Percutaneous Approach","spineDecompression","Percutaneous Approach"
"0SB44ZZ","Excision of Lumbosacral Disc, Percutaneous Endoscopic Approach","spineDecompression","Percutaneous Endoscopic Approach"
"0ST20ZZ","Resection of Lumbar Vertebral Disc, Open Approach","spineDecompression","Open Approach"
"0ST40ZZ","Resection of Lumbosacral Disc, Open Approach","spineDecompression","Open Approach"
"0RG0070","Fusion of Occipital-cervical Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG0071","Fusion of Occipital-cervical Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0RG007J","Fusion of Occipital-cervical Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG00A0","Fusion of Occipital-cervical Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG00A1",NA,"spineFusion",NA
"0RG00AJ","Fusion of Occipital-cervical Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG00J0","Fusion of Occipital-cervical Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG00J1","Fusion of Occipital-cervical Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0RG00JJ","Fusion of Occipital-cervical Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG00K0","Fusion of Occipital-cervical Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG00K1","Fusion of Occipital-cervical Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0RG00KJ","Fusion of Occipital-cervical Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG00Z0","Fusion of Occipital-cervical Joint, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG00Z1","Fusion of Occipital-cervical Joint, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0RG00ZJ","Fusion of Occipital-cervical Joint, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG0370","Fusion of Occipital-cervical Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG0371","Fusion of Occipital-cervical Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG037J","Fusion of Occipital-cervical Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG03A0","Fusion of Occipital-cervical Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG03A1",NA,"spineFusion",NA
"0RG03AJ","Fusion of Occipital-cervical Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG03J0","Fusion of Occipital-cervical Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG03J1","Fusion of Occipital-cervical Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG03JJ","Fusion of Occipital-cervical Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG03K0","Fusion of Occipital-cervical Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG03K1","Fusion of Occipital-cervical Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG03KJ","Fusion of Occipital-cervical Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG03Z0","Fusion of Occipital-cervical Joint, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG03Z1","Fusion of Occipital-cervical Joint, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG03ZJ","Fusion of Occipital-cervical Joint, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG0470","Fusion of Occipital-cervical Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG0471","Fusion of Occipital-cervical Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG047J","Fusion of Occipital-cervical Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG04A0","Fusion of Occipital-cervical Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG04A1",NA,"spineFusion",NA
"0RG04AJ","Fusion of Occipital-cervical Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG04J0","Fusion of Occipital-cervical Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG04J1","Fusion of Occipital-cervical Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG04JJ","Fusion of Occipital-cervical Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG04K0","Fusion of Occipital-cervical Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG04K1","Fusion of Occipital-cervical Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG04KJ","Fusion of Occipital-cervical Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG04Z0","Fusion of Occipital-cervical Joint, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG04Z1","Fusion of Occipital-cervical Joint, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG04ZJ","Fusion of Occipital-cervical Joint, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach","spineFusion","Percutaneous Endoscopic Approach"
"0RG1070","Fusion of Cervical Vertebral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG1071","Fusion of Cervical Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0RG107J","Fusion of Cervical Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG10A0","Fusion of Cervical Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG10A1",NA,"spineFusion",NA
"0RG10AJ","Fusion of Cervical Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG10J0","Fusion of Cervical Vertebral Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG10J1","Fusion of Cervical Vertebral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0RG10JJ","Fusion of Cervical Vertebral Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG10K0","Fusion of Cervical Vertebral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG10K1","Fusion of Cervical Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0RG10KJ","Fusion of Cervical Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG10Z0","Fusion of Cervical Vertebral Joint, Anterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG10Z1","Fusion of Cervical Vertebral Joint, Posterior Approach, Posterior Column, Open Approach","spineFusion","Open Approach"
"0RG10ZJ","Fusion of Cervical Vertebral Joint, Posterior Approach, Anterior Column, Open Approach","spineFusion","Open Approach"
"0RG1370","Fusion of Cervical Vertebral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG1371","Fusion of Cervical Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG137J","Fusion of Cervical Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG13A0","Fusion of Cervical Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
"0RG13A1",NA,"spineFusion",NA
"0RG13AJ","Fusion of Cervical Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Approach","spineFusion","Percutaneous Approach"
