ICD-10-PCS Code quoted,ICD-10-PCS Code,ICD-10-PCS Code Description,CCSR Category,CCSR Category Description,Clinical Domain
"""0312099""",0312099,"Bypass Innominate Artery to Right Lower Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0313090""",0313090,"Bypass Right Subclavian Artery to Right Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0313091""",0313091,"Bypass Right Subclavian Artery to Left Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0313092""",0313092,"Bypass Right Subclavian Artery to Bilateral Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0313093""",0313093,"Bypass Right Subclavian Artery to Right Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0313094""",0313094,"Bypass Right Subclavian Artery to Left Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0313095""",0313095,"Bypass Right Subclavian Artery to Bilateral Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0313096""",0313096,"Bypass Right Subclavian Artery to Right Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0313097""",0313097,"Bypass Right Subclavian Artery to Left Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0313098""",0313098,"Bypass Right Subclavian Artery to Bilateral Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0313099""",0313099,"Bypass Right Subclavian Artery to Right Lower Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0314090""",0314090,"Bypass Left Subclavian Artery to Right Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0314091""",0314091,"Bypass Left Subclavian Artery to Left Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0314092""",0314092,"Bypass Left Subclavian Artery to Bilateral Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0314093""",0314093,"Bypass Left Subclavian Artery to Right Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0314094""",0314094,"Bypass Left Subclavian Artery to Left Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0314095""",0314095,"Bypass Left Subclavian Artery to Bilateral Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0314096""",0314096,"Bypass Left Subclavian Artery to Right Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0314097""",0314097,"Bypass Left Subclavian Artery to Left Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0314098""",0314098,"Bypass Left Subclavian Artery to Bilateral Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0314099""",0314099,"Bypass Left Subclavian Artery to Right Lower Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0315090""",0315090,"Bypass Right Axillary Artery to Right Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0315091""",0315091,"Bypass Right Axillary Artery to Left Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0315092""",0315092,"Bypass Right Axillary Artery to Bilateral Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0315093""",0315093,"Bypass Right Axillary Artery to Right Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0315094""",0315094,"Bypass Right Axillary Artery to Left Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0315095""",0315095,"Bypass Right Axillary Artery to Bilateral Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0315096""",0315096,"Bypass Right Axillary Artery to Right Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0315097""",0315097,"Bypass Right Axillary Artery to Left Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0315098""",0315098,"Bypass Right Axillary Artery to Bilateral Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0315099""",0315099,"Bypass Right Axillary Artery to Right Lower Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0316090""",0316090,"Bypass Left Axillary Artery to Right Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0316091""",0316091,"Bypass Left Axillary Artery to Left Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0316092""",0316092,"Bypass Left Axillary Artery to Bilateral Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0316093""",0316093,"Bypass Left Axillary Artery to Right Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0316094""",0316094,"Bypass Left Axillary Artery to Left Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0316095""",0316095,"Bypass Left Axillary Artery to Bilateral Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0316096""",0316096,"Bypass Left Axillary Artery to Right Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0316097""",0316097,"Bypass Left Axillary Artery to Left Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0316098""",0316098,"Bypass Left Axillary Artery to Bilateral Upper Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0316099""",0316099,"Bypass Left Axillary Artery to Right Lower Leg Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0317090""",0317090,"Bypass Right Brachial Artery to Right Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0317093""",0317093,"Bypass Right Brachial Artery to Right Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0318091""",0318091,"Bypass Left Brachial Artery to Left Upper Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0318094""",0318094,"Bypass Left Brachial Artery to Left Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0319093""",0319093,"Bypass Right Ulnar Artery to Right Lower Arm Artery with Autologous Venous Tissue, Open Approach",CAR014,Peripheral arterial bypass procedures,Cardiovascular Procedures
"""0370046""",0370046,"Dilation of Right Internal Mammary Artery, Bifurcation, with Drug-eluting Intraluminal Device, Open Approach",CAR007,"Embolectomy, endarterectomy, and related vessel procedures (non-endovascular; excluding carotid)",Cardiovascular Procedures
"""0370056""",0370056,"Dilation of Right Internal Mammary Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach",CAR007,"Embolectomy, endarterectomy, and related vessel procedures (non-endovascular; excluding carotid)",Cardiovascular Procedures
"""0370066""",0370066,"Dilation of Right Internal Mammary Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Open Approach",CAR007,"Embolectomy, endarterectomy, and related vessel procedures (non-endovascular; excluding carotid)",Cardiovascular Procedures
"""0370076""",0370076,"Dilation of Right Internal Mammary Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach",CAR007,"Embolectomy, endarterectomy, and related vessel procedures (non-endovascular; excluding carotid)",Cardiovascular Procedures
"""0370346""",0370346,"Dilation of Right Internal Mammary Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach",CAR008,Angioplasty and related vessel procedures (endovascular; excluding carotid),Cardiovascular Procedures
"""0370356""",0370356,"Dilation of Right Internal Mammary Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR008,Angioplasty and related vessel procedures (endovascular; excluding carotid),Cardiovascular Procedures
"""0370366""",0370366,"Dilation of Right Internal Mammary Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR008,Angioplasty and related vessel procedures (endovascular; excluding carotid),Cardiovascular Procedures
"""0370376""",0370376,"Dilation of Right Internal Mammary Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR008,Angioplasty and related vessel procedures (endovascular; excluding carotid),Cardiovascular Procedures
"""0370446""",0370446,"Dilation of Right Internal Mammary Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",CAR007,"Embolectomy, endarterectomy, and related vessel procedures (non-endovascular; excluding carotid)",Cardiovascular Procedures
"""0370456""",0370456,"Dilation of Right Internal Mammary Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR007,"Embolectomy, endarterectomy, and related vessel procedures (non-endovascular; excluding carotid)",Cardiovascular Procedures
"""0370466""",0370466,"Dilation of Right Internal Mammary Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR007,"Embolectomy, endarterectomy, and related vessel procedures (non-endovascular; excluding carotid)",Cardiovascular Procedures
"""0370476""",0370476,"Dilation of Right Internal Mammary Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",CAR007,"Embolectomy, endarterectomy, and related vessel procedures (non-endovascular; excluding carotid)",Cardiovascular Procedures
"""0371046""",0371046,"Dilation of Left Internal Mammary Artery, Bifurcation, with Drug-eluting Intraluminal Device, Open Approach",CAR007,"Embolectomy, endarterectomy, and related vessel procedures (non-endovascular; excluding carotid)",Cardiovascular Procedures
"""0371056""",0371056,"Dilation of Left Internal Mammary Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach",CAR007,"Embolectomy, endarterectomy, and related vessel procedures (non-endovascular; excluding carotid)",Cardiovascular Procedures
"""0371066""",0371066,"Dilation of Left Internal Mammary Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Open Approach",CAR007,"Embolectomy, endarterectomy, and related vessel procedures (non-endovascular; excluding carotid)",Cardiovascular Procedures
"""0371076""",0371076,"Dilation of Left Internal Mammary Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach",CAR007,"Embolectomy, endarterectomy, and related vessel procedures (non-endovascular; excluding carotid)",Cardiovascular Procedures
"""0371346""",0371346,"Dilation of Left Internal Mammary Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach",CAR008,Angioplasty and related vessel procedures (endovascular; excluding carotid),Cardiovascular Procedures
"""0371356""",0371356,"Dilation of Left Internal Mammary Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR008,Angioplasty and related vessel procedures (endovascular; excluding carotid),Cardiovascular Procedures
"""0371366""",0371366,"Dilation of Left Internal Mammary Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR008,Angioplasty and related vessel procedures (endovascular; excluding carotid),Cardiovascular Procedures
"""0371376""",0371376,"Dilation of Left Internal Mammary Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",CAR008,Angioplasty and related vessel procedures (endovascular; excluding carotid),Cardiovascular Procedures
